problem_id,Sample_Code,Generated,Language,Source
Prob5831,"#include <iostream>
#include <cmath>

int factorial(int n) {
  if (n == 0) return 1;
  int result = 1;
  for (int i = 1; i <= n; i++) {
    result *= i;
  }
  return result;
}

double sine_integral(double x, int terms) {
  double si = 0.0;

  for (int n = 1; n <= terms; n++) {
    si += (pow",AI,C++,ChatGPT-4
Prob5275,"S = input()

S_set = set(S)
if len(S_set) % 2 == 0:
    if S_set == set() or S_set == set(['N', 'S']) or S_set == set(['E', 'W']) or S_set == set(['N', 'S', 'E', 'W']):
        print('Yes')
    else:
        print('No')
else:
    print('No')",Human,Python,CodeNet
Prob6541,"import Java.io.OutputStream;
import Java.io.IOException;
import Java.io.InputStream;
import Java.io.PrintWriter;
import Java.util.Scanner;

public class Main {
  public static void main(String[] args) {
    InputStream inputStream = System.in;
    OutputStream outputStream = System.out;
    Scanner in = new Scanner(inputStream);
    PrintWriter out = new PrintWriter(outputStream);
    Task solver = new Task();
    solver.solve(1, in, out);
    out.close();
  }

  static class Task {
    public void solve(int testNumber, Scanner in, PrintWriter out) {
      int a = in.nextInt();
      int b = in.nextInt();
      if (a * b % 2 == 0) {
        out.println(""Even"");
      } else {
        out.println(""Odd"");
      }
    }

  }
}
",Human,Java,CodeNet
Prob2772,"#include <stdio.h>

using namespace std;


int main(){
	int a,b,count,s;

	while(scanf(""%d %d"",&a,&b)!=EOF){
		count=0;
		s=a+b;
		while(s!=0){
			s/=10;
			count++;
		}
		printf(""%d\n"",count);
	}

  return 0;
}",Human,C++,CodeNet
Prob893,"#include <iostream>
#include <cmath>
using namespace std;

int main() {
    double pibInitial, pibFinal;
    int annees;

    cout << ""Entrez le PIB initial: "";
    cin >> pibInitial;
    cout << ""Entrez le PIB final: "";
    cin >> pibFinal;
    cout << ""Entrez le nombre d'années: "";
    cin >> annees;

    double tcam = (pow(pibFinal/pibInitial, 1.0/annees) - 1) * 100;
    cout << ""Taux de croissance annuel moyen: "" << tcam << "" %"" << endl;

    return 0;
}",AI,C++,ChatGPT-4
Prob2927,"import Java.util.Scanner;

class Main {
	
	static int getGCD(int a,int b){
		if(b > a){
			int temp=a; a=b; b=temp;
		}
		
		if(a % b==0)
			return b;
		
		return getGCD(b,a%b);
	}
	
	public static void main(String[] args){
		Scanner scan=new Scanner(System.in);
		
		int a=scan.nextInt();
		int b=scan.nextInt();
		
		System.out.println(getGCD(a,b));
	}
}",Human,Java,CodeNet
Prob5579,"#include <stdio.h>
#include <string.h>

struct Employee {
  char name[50];
  char position[50];
  double salary;
};

void display(struct Employee emp) {
  printf(""%s: %s, Salary: %.2f\n"", emp.position, emp.name, emp.salary);
}

int main() {
  struct Employee employees[] = {
    {""Alice"", ""Manager"", 80000},
    {""Bob"", ""Developer"", 60000},
    {""Charlie"", ""Intern"", 30000}
  };

  int count = sizeof(employees) / sizeof(employees[0]);
  for (int i = 0; i < count; i++) {
    display(employees[i]);
  }

  return 0;
}",AI,C,ChatGPT-3.5
Prob963,"import Java.util.Scanner;
public class Main {

	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int n = sc.nextInt();

		System.out.println(1110-n);

	}

}",Human,Java,CodeNet
Prob4939,"import Javafx.application.Application;
import Javafx.scene.Scene;
import Javafx.scene.chart.BarChart;
import Javafx.scene.chart.NumberAxis;
import Javafx.scene.chart.XYChart;
import Javafx.stage.Stage;

public class SalesBarChart extends Application {

  @Override
  public void start(Stage stage) {
    stage.setTitle(""Sales and Profit Bar Chart"");

    // Defining the axes
    NumberAxis yAxis = new NumberAxis();
    yAxis.setLabel(""Amount"");

    Javafx.scene.chart.CategoryAxis xAxis = new Javafx.scene.chart.CategoryAxis();
    xAxis.setLabel(""Day of the Week"");

    // Creating the BarChart
    BarChart<String, Number> barChart = new BarChart<>(xAxis, yAxis);
    barChart.setTitle(""Daily Sales and Profit"");

    // Sales Data Series
    XYChart.Series<String, Number> salesData = new XYChart.Series<>();
    salesData.setName(""Sales"");
    salesData.getData().add(new XYChart.Data<>(""Monday"", 150));
    salesData.getData().add(new XYChart.Data<>(""Tuesday"", 200));
    salesData.getData().add(new XYChart.Data<>(""Wednesday"", 250));
    salesData.getData().add(new XYChart.Data<>(""Thursday"", 300));
    salesData.getData().add(new XYChart.Data<>(""Friday"", 350));
    salesData.getData().add(new XYChart.Data<>(""Saturday"", 400));
    salesData.getData().add(new XYChart.Data<>(""Sunday"", 450));

    // Profit Data Series
    XYChart.Series<String, Number> profitData = new XYChart.Series<>();
    profitData.setName(""Profit"");
    profitData.getData().add(new XYChart.Data<>(""Monday"", 50));
    profitData.getData().add(new XYChart.Data<>(""Tuesday"", 80));
    profitData.getData().add(new XYChart.Data<>(""Wednesday"", 120));
    profitData.getData().add(new XYChart.Data<>(""Thursday"", 160));
    profitData.getData().add(new XYChart.Data<>(""Friday"", 200));
    profitData.getData().add(new XYChart.Data<>(""Saturday"", 250));
    profitData.getData().add(new XYChart.Data<>(""Sunday"", 300));

    // Adding Data to the chart
    barChart.getData().addAll(salesData, profitData);

    // Setting the scene
    Scene scene = new Scene(barChart, 800, 600);
    stage.setScene(scene);
    stage.show();
  }

  public static void main(String[] args) {
    launch(args);
  }
}",AI,Java,ChatGPT-4
Prob6802,"#include<stdio.h>

int main() {
	char s[11];
	char r[11];
	int i,n,j;
	scanf(""%s"", s,11);
	for (n = 0; s[n] != '\0'; n++);
	for (i = n, j = 0; i >= 0; i--){
		if (s[i] == 'B') {
			i--;
			continue;
		}
		r[j] = s[i];
		j++;
	}
	for (i = 0; i < n/2; i++) {
		char temp = r[n - i - 2];
		r[n - i - 2 ] = r[i];
		r[i] = temp;
	}
	for (i = 0; i < j; i++) printf(""%c"", r[i]);
	return 0;
}",Human,C,CodeNet
Prob5187,"def multiplication_table(num):
  for i in range(1, 11):
    print(f""{num} x {i} = {num * i}"")

number = 7
print(f""Multiplication table of {number}:"")
multiplication_table(number)",AI,Python,ChatGPT-3.5
Prob1266,"#include <stdio.h>
#include <math.h>

void arrondirTableau(double* tableau, int taille) {
  for (int i = 0; i < taille; i++) {
    tableau[i] = round(tableau[i]);
  }
}

int main() {
  double tableau[] = {1.1, 2.5, 3.6, 4.4};
  int taille = sizeof(tableau) / sizeof(tableau[0]);

  arrondirTableau(tableau, taille);

  printf(""Tableau arrondi: "");
  for (int i = 0; i < taille; i++) {
    printf(""%.0f "", tableau[i]);
  }
  printf(""\n"");

  return 0;
}",AI,C,ChatGPT-3.5
Prob3901,"N, M = map(int, input().split())
res = 0
L_max = 0
R_min = 100000
for _ in range(M):
 L, R = map(int, input().split())
 if L_max < L: L_max = L
 if R < R_min: R_min = R
 
 
print(max(0, (R_min - L_max + 1)))",Human,Python,CodeNet
Prob4304,"#include <iostream>
#include <random>

int main() {
  std::mt19937 mt(12345678); // Mersenne Twister with seed
  for (int i = 0; i < 5; i++) {
    std::cout << ""Random number: "" << mt() << std::endl;
  }
  return 0;
}",AI,C++,ChatGPT-3.5
Prob1509,"#include <iostream>
#include <fstream>
#include <stdexcept>

void log_error(const std::string &message) {
  std::ofstream log_file(""file_operation_log.txt"", std::ios_base::app);
  if (log_file.is_open()) {
    log_file << message << std::endl;
  }
}

void read_file(const std::string &file_name) {
  std::ifstream file(file_name);
  if (!file) {
    throw std::runtime_error(""Could not open file: "" + file_name);
  }
  // Read file content
}

int main() {
  try {
    read_file(""non_existent_file.txt"");
  } catch (const std::exception &e) {
    log_error(""Error: "" + std::string(e.what()));
  }
  return 0;
}",AI,C++,ChatGPT-4
Prob5407,"#include <stdio.h>
#include <stdlib.h>

int main() {
  system(""top -bn1 | grep 'Cpu(s)'"");
  system(""free -h"");
  system(""df -h"");
  return 0;
}",AI,C,ChatGPT-3.5
Prob6786,"import Java.util.*;

public class Main {
	public static void main(String[] args) {
		MyScanner in = new MyScanner();
		int n = in.nextInt();
		double[] a = in.nextDoubleArray(n);
		double sum = 0;
		
		for (int i = 0; i < a.length; i++) {
			sum += 1/a[i];
		}
		
		System.out.println(1/sum);
		
	}
	
	private static class MyScanner {
		static Scanner sc = new Scanner(System.in);
		
		String next() {
			return sc.next();
		}
		
		String nextLine() {
			return sc.nextLine();
		}
		
		int nextInt() {
			return Integer.parseInt(sc.next());
		}
		
		double nextDouble() {
			return Double.parseDouble(next());
		}
		
		long nextLong() {
			return Long.parseLong(next());
		}
		
		int[] nextIntArray(int n) {
			int[] array = new int[n];
			for (int i = 0; i < n; i++) {
				array[i] = nextInt();
			}
			return array;
		}
		
		double[] nextDoubleArray(int n) {
			double[] array = new double[n];
			for (int i = 0; i < n; i++) {
				array[i] = nextDouble();
			}
			return array;
		}
		
		long[] nextLongArray(int n) {
			long[] array = new long[n];
			for (int i = 0; i < n; i++) {
				array[i] = nextLong();
			}
			return array;
		}
		
	}
}",Human,Java,CodeNet
Prob3302,"#include <iostream>
using namespace std;

int main()
{
 int a,b,sum,digit=0;
 try{
  while(1){
   digit = 0;
   cin >> a >> b;
   sum = a + b;
   while(sum > 0){
	sum /= 10;
	digit++;
   }
   cout << digit;
  }
 }catch(...){
  return 0;
 }
}",Human,C++,CodeNet
Prob443,"#include <iostream>
#include <map>
#include <string>
#include <variant>

using namespace std;

map<string, map<string, variant<string, int, bool>>> biensImmobiliers;

void ajouterBien(const string& id, const string& adresse, const string& type, int prix, bool disponibilite, int surface) {
  biensImmobiliers[id] = {
    {""adresse"", adresse},
    {""type"", type},
    {""prix"", prix},
    {""disponibilite"", disponibilite},
    {""surface"", surface}
  };
}

void supprimerBien(const string& id) {
  biensImmobiliers.erase(id);
}

void listerBiens() {
  for (const auto& [id, details] : biensImmobiliers) {
    cout << id << "": "" << get<string>(details.at(""adresse"")) << endl;
  }
}

int main() {
  ajouterBien(""bien_1"", ""123 Rue Exemple, Paris"", ""Appartement"", 250000, true, 60);
  ajouterBien(""bien_2"", ""456 Avenue Test, Lyon"", ""Maison"", 350000, false, 120);
  ajouterBien(""bien_3"", ""789 Boulevard Essai, Marseille"", ""Studio"", 150000, true, 30);

  // Lister les biens
  listerBiens();

  // Supprimer un bien
  supprimerBien(""bien_2"");
  listerBiens();

  return 0;
}",AI,C++,ChatGPT-4
Prob4479,"import Java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int n = sc.nextInt();
		sc.close();
		
		if(n / 100 == 1) {
			n += 800;
		}else if(n / 100 == 9) {
			n -= 800;
		}
			
		if((n % 100)/10 == 1) {
			n += 80;
		}else if((n % 100)/10 == 9) {
			n -= 80;
		}
		
		if(n % 10 == 1) {
			n += 8;
		}else if(n % 10 == 9) {
			n -= 8;
		}
		
		System.out.println(n);
	}
}",Human,Java,CodeNet
Prob484,"import Java.util.Scanner;

public class Main {
	public static void main(String[] args) {

		Scanner scan = new Scanner(System.in);
		int N = scan.nextInt();
		int[] A = new int[N];
		double total = 0.0;

		for (int i = 0; i < A.length; i++) {
			A[i] = scan.nextInt();

		}


		for(int i = 0; i<N; i++) {
			total += (double)1/A[i];
		}

		System.out.println(1/total);

	}




}",Human,Java,CodeNet
Prob1981,"#include <iostream>
#include <string>

int main() {
  std::string story;
  char letter;

  std::cout << ""Create a story using the letters of the alphabet (type '0' to finish):\n"";
  
  while (true) {
    std::cin >> letter;
    if (letter == '0') break;
    story += letter;
  }

  std::cout << ""Your story: "" << story << ""\n"";
  return 0;
}",AI,C++,ChatGPT-4
Prob2095,"import matplotlib.pyplot as plt

live_cells_history = []

def update_graph():
  live_cells = np.sum(grid)
  live_cells_history.append(live_cells)
  plt.plot(live_cells_history)
  plt.pause(0.1) # Update graph in real time",AI,Python,ChatGPT-4
Prob2462,"even_count = odd_count = 0
for i in range(1000000):
  if i % 2 == 0:
    even_count += 1
  else:
    odd_count += 1
print(f""Even: {even_count}, Odd: {odd_count}"")",AI,Python,ChatGPT-4
Prob4512,"import sys

S=input()
N=len(S)
if S!=S[::-1]:
  print(""No"")
  sys.exit(0)
check=S[0:int((N-1)/2)]
#print(check)
if check!=check[::-1]:
  print(""No"")
  sys.exit(0)
check=S[int((N+3)/2)-1:N]
#print(check)
if check!=check[::-1]:
  print(""No"")
  sys.exit(0)
print(""Yes"")",Human,Python,CodeNet
Prob494,"#include <stdio.h>

int main() {
  double a, b;
  char operation;

  // Demande les valeurs et l'opération
  printf(""Entrez deux nombres: "");
  scanf(""%lf %lf"", &a, &b);
  printf(""Entrez l'opération (+, -, *, /): "");
  scanf("" %c"", &operation);

  // Effectue le calcul basé sur l'opération choisie
  switch (operation) {
    case '+':
      printf(""Résultat: %.2f\n"", a + b);
      break;
    case '-':
      printf(""Résultat: %.2f\n"", a - b);
      break;
    case '*':
      printf(""Résultat: %.2f\n"", a * b);
      break;
    case '/':
      if (b != 0) {
        printf(""Résultat: %.2f\n"", a / b);
      } else {
        printf(""Erreur: Division par zéro!\n"");
      }
      break;
    default:
      printf(""Opération non valide!\n"");
      break;
  }

  return 0;
}",AI,C,ChatGPT-4
Prob1246,"import Java.util.Scanner;
public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int n = sc.nextInt();
		char[] arr = String.valueOf(n).toCharArray();
		for (int i = 0; i < arr.length; i++) {
			if (arr[i] == '9') {
				arr[i] = '1';
			} else {
				arr[i] = '9';
			}
		}
		System.out.println(Integer.valueOf(new String(arr)));
	}
}",Human,Java,CodeNet
Prob638,"#include<iostream>
#include<algorithm>
using namespace std;
int t[100000],sum,n,m,ans;
int main(){
 while(cin>>n>>m&&n&&m){
  sum=0;
  for(int i=0;i<n;i++){
   cin>>t[i];
   if(i<m)sum+=t[i];
  }
  ans=sum;
  for(int i=m;i<n;i++){
   sum+=t[i];
   sum-=t[i-m];
   ans=max(ans,sum);
  }
  cout<<ans<<endl;
 }
 return 0;
}",Human,C++,CodeNet
Prob4214,"import Java.lang.Math;

public class TrigonometricArray {
  public static void main(String[] args) {
    double[] angles = {0.0, 30.0, 45.0, 60.0, 90.0};
    
    for (double angle : angles) {
      double radians = Math.toRadians(angle);
      System.out.printf(""Angle: %.1f° -> Sin: %.4f, Cos: %.4f, Tan: %.4f%n"", 
               angle, Math.sin(radians), Math.cos(radians), Math.tan(radians));
    }
  }
}",AI,Java,ChatGPT-3.5
Prob4875,"import numpy as np
import matplotlib.pyplot as plt

# Create a grid of points
x = np.linspace(-3 * np.pi, 3 * np.pi, 300)
y = np.linspace(-3 * np.pi, 3 * np.pi, 300)
X, Y = np.meshgrid(x, y)

# Create a heatmap based on the sine function
Z = np.sin(np.sqrt(X**2 + Y**2))

# Plotting
plt.figure(figsize=(8, 6))
plt.imshow(Z, extent=(-3 * np.pi, 3 * np.pi, -3 * np.pi, 3 * np.pi), cmap='hot', origin='lower')
plt.colorbar(label='Amplitude')
plt.title('Heatmap of Sine Waves')
plt.xlabel('X')
plt.ylabel('Y')
plt.show()",AI,Python,ChatGPT-3.5
Prob1578,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

double estimate_pi(int num_samples) {
  int inside_circle = 0;
  
  for (int i = 0; i < num_samples; i++) {
    double x = (double)rand() / RAND_MAX * 2 - 1;
    double y = (double)rand() / RAND_MAX * 2 - 1;
    if (x * x + y * y <= 1) {
      inside_circle++;
    }
  }
  
  return 4.0 * inside_circle / num_samples;
}

int main() {
  srand(time(NULL));
  int num_samples = 1000000;
  double pi_estimate = estimate_pi(num_samples);
  printf(""Estimated value of π with %d samples: %f\n"", num_samples, pi_estimate);
  return 0;
}",AI,C,ChatGPT-4
Prob6656,"#include <stdio.h>
//>w^h
int main(void) {
	double w, h;
	int x, y;
	scanf(""%lf%lf"", &w, &h);
	scanf(""%d%d"", &x, &y);

	printf(""%lf "", w * h / 2);
	if (x == w / 2 && y == h / 2)
		printf(""1\n"");
	else
		printf(""0\n"");
	return 0;
}",Human,C,CodeNet
Prob1523,"#include <stdio.h>
int main(void){
  int n, a, i;
  scanf(""%d"", &n);
  int p[100];
  
  for(i=0; i<=n-1; i++){
    scanf(""%d"", &p[i]);
  }
  
  while(n>0){  
    printf(""%d"", p[n-1]);
    if(n>1) printf("" "");
    n--;
  }
  
  printf(""\n"");
  
}
",Human,C,CodeNet
Prob1972,"# 159 B
S = input()
N = len(S)
Sf = S[0:(N-1)//2]
NSf = len(Sf)
Sb = S[(N+3)//2 -1:N+1]
NSb = len(Sb)
ans = 0

for i in range(N//2):
    if S[i:i+1] != S[N-1-i:N-i]:
        ans = 1

for i in range(NSf//2):
    if Sf[i:i+1] != Sf[NSf-1-i:NSf-i]:
        ans = 1
        
for i in range(NSb//2):
    if Sb[i:i+1] != Sb[NSb-1-i:NSb-i]:
        ans = 1
        
print('Yes') if ans == 0 else print('No')",Human,Python,CodeNet
Prob6667,"import ast
import operator

class Evaluator(ast.NodeVisitor):
  def __init__(self):
    self.operators = {
      ast.Add: operator.add,
      ast.Sub: operator.sub,
      ast.Mult: operator.mul,
      ast.Div: operator.truediv,
      ast.Pow: operator.pow,
    }

  def visit_BinOp(self, node: ast.BinOp):
    left = self.visit(node.left)
    right = self.visit(node.right)
    return self.operators[type(node.op)](left, right)

  def visit_Num(self, node: ast.Num):
    return node.n

  def evaluate(self, expression: str) -> float:
    tree = ast.parse(expression, mode='eval')
    return self.visit(tree.body)

# Example usage
evaluator = Evaluator()
result = evaluator.evaluate(""2 + 3 * (4 - 1)"")
print(result) # Should print: 11",AI,Python,ChatGPT-3.5
Prob640,"#include <iostream>
#include <cmath>

double angle_of_elevation(double height, double distance) {
  return atan(height / distance) * (180 / M_PI);
}

int main() {
  double height, distance;
  std::cout << ""Enter height (m): "";
  std::cin >> height;
  std::cout << ""Enter distance (m): "";
  std::cin >> distance;

  double angle = angle_of_elevation(height, distance);
  std::cout << ""Angle of elevation: "" << angle << "" degrees"" << std::endl;

  return 0;
}",AI,C++,ChatGPT-4
Prob5337,"import Java.io.File;
import Java.io.IOException;

public class FileMetadata {
  public static void main(String[] args) {
    File file = new File(""example.txt"");
    
    if (file.exists()) {
      System.out.println(""File Name: "" + file.getName());
      System.out.println(""File Size: "" + file.length() + "" bytes"");
      System.out.println(""Readable: "" + file.canRead());
      System.out.println(""Writable: "" + file.canWrite());
    } else {
      System.out.println(""File does not exist."");
    }
  }
}",AI,Java,ChatGPT-4
Prob491,"#include <iostream>
#include <string>
#include <cryptlib.h>
#include <aes.h>
#include <filters.h>
#include <hex.h>
#include <osrng.h>

using namespace CryptoPP;

int main() {
  AutoSeededRandomPool prng;
  SecByteBlock key(AES::DEFAULT_KEYLENGTH);
  prng.GenerateBlock(key, key.size());

  std::string plaintext = ""Hello World"";
  std::string ciphertext;

  try {
    CBC_Mode<AES>::Encryption encryptor(key, key.size(), key);
    StringSource ss(plaintext, true,
      new StreamTransformationFilter(encryptor,
        new StringSink(ciphertext)));
  } catch (const Exception& e) {
    std::cerr << e.what() << std::endl;
  }

  std::cout << ""Ciphertext: "" << ciphertext << std::endl;
  return 0;
}",AI,C++,ChatGPT-3.5
Prob459,"#include <iostream>
#include <cmath>

double ln2_log_properties() {
  return log(10) / 10; // Using known values
}

int main() {
  double ln2 = ln2_log_properties();
  std::cout << ""Approximation of ln(2) using logarithm properties = "" << ln2 << std::endl;
  return 0;
}",AI,C++,ChatGPT-4
Prob6242,"import Java.io.*;
import Java.nio.file.*;
import Java.util.*;

public class ExpressionManager {
  private String expression;
  private List<String> versionHistory = new ArrayList<>();

  public ExpressionManager(String expression) {
    this.expression = expression;
    saveVersion();
  }

  public void chercherRemplacer(Map<String, String> replacements) {
    for (Map.Entry<String, String> entry : replacements.entrySet()) {
      expression = expression.replaceAll(Pattern.quote(entry.getKey()), entry.getValue());
    }
    saveVersion();
  }

  private void saveVersion() {
    versionHistory.add(expression);
  }

  public void revertToLastVersion() {
    if (versionHistory.size() > 1) {
      versionHistory.remove(versionHistory.size() - 1);
      expression = versionHistory.get(versionHistory.size() - 1);
      System.out.println(""Reverted to last version: "" + expression);
    } else {
      System.out.println(""No previous version to revert to."");
    }
  }

  public static void main(String[] args) {
    Scanner scanner = new Scanner(System.in);
    System.out.print(""Enter the expression: "");
    String expression = scanner.nextLine();

    ExpressionManager manager = new ExpressionManager(expression);
    Map<String, String> replacements = new HashMap<>();
    
    System.out.println(""Enter search and replace pairs (end with 'done'):"");
    while (true) {
      System.out.print(""Search: "");
      String chercher = scanner.nextLine();
      if (chercher.equals(""done"")) break;
      System.out.print(""Replace: "");
      String remplacer = scanner.nextLine();
      replacements.put(chercher, remplacer);
    }

    try {
      manager.chercherRemplacer(replacements);
      System.out.println(""Modified expression: "" + manager.expression);
    } catch (Exception e) {
      System.err.println(""Error during replacement: "" + e.getMessage());
    }

    System.out.print(""Do you want to revert to the last version? (yes/no): "");
    String confirm = scanner.nextLine();
    if (confirm.equals(""yes"")) {
      manager.revertToLastVersion();
    }

    scanner.close();
  }
}",AI,Java,ChatGPT-4
Prob719,"import Java.io.*;

public class Main{
	public static void main(String[] args)throws IOException{
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		String[] s = br.readLine().split("" "");
		int w = Integer.parseInt(s[0]);
		int h = Integer.parseInt(s[1]);
		int x = Integer.parseInt(s[2]);
		int y = Integer.parseInt(s[3]);
		int r = Integer.parseInt(s[4]);
		
		String result = ""Yes"";
		
		if(x-r<0||y-r<0)result = ""No"";
		if(x+r>w||y+r>h)result = ""No"";
		
		System.out.println(result);
	}
}",Human,Java,CodeNet
Prob716,"#include <stdio.h>

int main(){
  
  int i,n, num[100];
  
  scanf(""%d"", &n);
  
  for( i = 0;i < n; i++){
    scanf(""%d"", &num[i]);
  }
  
  for( i = n-1; i >= 0; i--){
    printf(""%d"", num[i]);
    if( i != 0){
      printf("" "");
    }
  }
  
  return 0;
}",Human,C,CodeNet
Prob312,"#include<stdio.h>
int main(){
	int a, i, x[100];
	scanf(""%d"", &a);
	for(i=0;i<a;i++){
		scanf(""%d"", &x[i]);
	}
	for(i=a-1;i>=0;i--){
		printf(""%d"", x[i]);
		if(i!=0){
			printf("" "");
		}
	}
	printf(""\n"");
}",Human,C,CodeNet
Prob307,"n,k,c = map(int, input().split())
s=input()
l=[-1] * k
r=[-1] * k
cnt=0
last=-float(""inf"")
for i in range(n):
  if last+c < i and s[i] == ""o"":
    last=i
    l[cnt]=i
    cnt+=1
    if cnt==k:
      break

cnt=0
last=float(""inf"")
for i in reversed(range(n)):
  if i < last-c and s[i] == ""o"":
    last=i
    r[cnt]=i
    cnt+=1
    if cnt==k:
      break

r=list(reversed(r))
for i in range(k):
  if l[i]==r[i]:
    print(l[i]+1)",Human,Python,CodeNet
Prob5772,"import Java.util.Scanner;

public class Main {

	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		String S = sc.next();
		int[] alph = new int[26];
		char[] target = S.toCharArray();
		for (int i = 0; i < target.length; i++) {
			alph[target[i] - 'a']++;
		}
		sc.close();
		for (int i = 0; i < alph.length; i++) {
			if (alph[i] % 2 != 0) {
				System.out.println(""No"");
				return;
			}
		}
		System.out.println(""Yes"");
	}
}",Human,Java,CodeNet
Prob3554,"import Java.util.Scanner;

public class Main {

	public static void main(String[] args) {
		
		//標準入力取得インスタンス生成
		Scanner sc = new Scanner (System.in);
		
		//とる枚数
		int takeCard = sc.nextInt();
		int[] arrayCard = new int[takeCard];
		int box = 0;
		
		//Alice合計
		int sumAlice = 0;
		//Bob合計
		int sumBob = 0;
		
		if(takeCard >= 1 && takeCard <= 100) {
			
			//取ったカードの枚数だけ、配列に格納
			for(int i = 0; i < takeCard; i++) {
				arrayCard[i] = sc.nextInt();
			}
			
			//arrayCardを大きい順にソート
			for(int i = 0; i < arrayCard.length; i++) {
				for(int j = i; j < arrayCard.length; j++) {
					if(arrayCard[i] < arrayCard[j]) {
						box = arrayCard[i];
						arrayCard[i] = arrayCard[j];
						arrayCard[j] = box;	
					}
				}
			}
			
			//
			for(int i = 0; i < arrayCard.length; i++) {
				if((i == 0) || (i % 2 == 0)) {
					sumAlice += arrayCard[i];
				}else {
					sumBob += arrayCard[i];
				}
			}
			
			//答え
			int ans = sumAlice - sumBob;
			//標準出力
			System.out.println(ans);
			
		}else {
			System.out.print(""制約NG"");
		}
		
	    // Scannerインスタンスをクローズ
	    sc.close();
	}

}",Human,Java,CodeNet
Prob773,"import Java.util.*;

class Main {
  public static void main(String[] args) throws Exception{
    Scanner input = new Scanner(System.in);
    int sx = input.nextInt();
    int sy = input.nextInt();
    int cx = input.nextInt();
    int cy = input.nextInt();
    int cn = input.nextInt();
    if(cx+cn > sx || cy+cn > sy || cx-cn < 0 || cy-cn < 0){
      System.out.println(""No"");
    }else{
      System.out.println(""Yes"");
    }
  }
}",Human,Java,CodeNet
Prob830,"#include <stdio.h>

int main() {
  // Initialisation des variables
  int somme = 0; // Variable pour stocker la somme
  int nombre = 1; // Variable pour parcourir les nombres de 1 à 10

  // Utilisation de la boucle while pour calculer la somme
  while (nombre <= 10) {
    somme += nombre; // Ajouter le nombre actuel à la somme
    nombre++; // Passer au nombre suivant
  }

  // Afficher la somme
  printf(""La somme des nombres de 1 à 10 est : %d\n"", somme);

  return 0;
}",AI,C,ChatGPT-3.5
Prob6454,"#include<bits/stdc++.h>
using namespace std;
int n,m,fa[100005],vv[100005];
int find(int x){
	if(x==fa[x])return x;
	int k=find(fa[x]);
	vv[x]+=vv[fa[x]];
	fa[x]=k;
	return k;
}
int main(){
	scanf(""%d%d"",&n,&m);
	for(int i=1;i<=n;i++)fa[i]=i;
	while(m--){
		int u,v,val;
		scanf(""%d%d%d"",&u,&v,&val);
		int fu=find(u),fv=find(v);
		if(fu!=fv){
			fa[fu]=fv;
			vv[fu]=vv[v]+val-vv[u];
		}
		else{
			if(vv[u]-vv[v]!=val){
				puts(""No"");
				return 0;
			}
		}
	}
	puts(""Yes"");
}",Human,C++,CodeNet
Prob3016,"import Java.io.*;
import Java.util.*;

public class Main {
	 public static void main (String args[]) throws Exception
	 {
	  Scanner cin = new Scanner(System.in);
	  int a = cin.nextInt(), b = cin.nextInt();
	  int c = a*b;
	  if(c%2==0){
	  	System.out.println(""Even"");
	  }else{
	  	System.out.println(""Odd"");
	  }
	 }	
}",Human,Java,CodeNet
Prob885,"#include <stdio.h>

int main() {
  int age;
  printf(""Enter your age: "");
  scanf(""%d"", &age);

  if (age > 40) {
    printf(""Consider regular health screenings.\n"");
  } else {
    printf(""Maintain a healthy lifestyle.\n"");
  }
  return 0;
}",AI,C,ChatGPT-3.5
Prob1598,"#include <iostream>
#include <vector>
#include <string>

using namespace std;

class Course {
public:
  string name;

  Course(string name) : name(name) {}
};

class Enrollment {
private:
  vector<Course> courses;

public:
  void addCourse(string name) {
    courses.emplace_back(name);
    cout << ""Course added: "" << name << endl;
  }

  void showCourses() {
    cout << ""Enrolled Courses:"" << endl;
    for (const auto& course : courses) {
      cout << ""Course Name: "" << course.name << endl;
    }
  }
};

int main() {
  Enrollment enrollment;
  char choice;

  do {
    cout << ""1. Add Course\n2. Show Courses\n3. Exit\n"";
    cin >> choice;
    cin.ignore(); // Clear newline

    switch (choice) {
      case '1': {
        string name;
        cout << ""Enter Course Name: "";
        getline(cin, name);
        ",AI,C++,ChatGPT-3.5
Prob732,"#include<stdio.h>
int main(void){
	double r,c,s;
	scanf(""%lf"",&r);
	c = 2*r * 3.14159265;
	s = r*r * 3.14159265;
	printf(""%f %f\n"",s,c);
	return 0;
}",Human,C,CodeNet
Prob5374,"import Java.time.LocalDate;

public class DateNDaysAgo {
  public static LocalDate dateNDaysAgo(int n) {
    return LocalDate.now().minusDays(n);
  }

  public static void main(String[] args) {
    int n = 10;
    System.out.println(""Date "" + n + "" days ago: "" + dateNDaysAgo(n)); // Output: (Depends on current date)
  }
}",AI,Java,ChatGPT-4
